icon,precipIntensity,apparentTemperature,cloudCover,ozone,visibility,humidity,windBearing,precipType,pressure,windGust,temperature,time,precipAccumulation,windSpeed,uvIndex,precipProbability,summary,dewPoint,city,local_time,demand,region,hour,day_of_week,day_name,month,month_name,year,season,time_of_day,week,anomaly_score,is_anomaly
clear-day,0.0006,64.12,0.0,375.9,10.0,0.27,252.0,rain,1009.2,21.25,64.12,2020-05-07 23:00:00,0.0087,9.49,0.0,0.01,Clear,29.23,philadelphia,2020-05-07 23:00:00,3436.0,PE,23,3,Thursday,5,May,2020,Spring,Night,19,1,False
cloudy,0.0101,78.66,0.89,296.7,8.098,0.88,219.0,rain,1018.6,6.59,77.11,2018-07-06 10:00:00,0.0087,4.49,0.0,0.18,Humid and Overcast,73.31,philadelphia,2018-07-06 10:00:00,6223.0,PE,10,4,Friday,7,July,2018,Summer,Morning,27,1,False
cloudy,0.0154,79.9,0.97,322.4,8.522,0.84,191.0,rain,1012.5,11.01,78.39,2019-06-18 17:00:00,0.0087,5.79,4.0,0.14,Humid and Overcast,73.28,philadelphia,2019-06-18 17:00:00,6334.0,PE,17,1,Tuesday,6,June,2019,Summer,Evening,25,1,False
partly-cloudy-night,0.0054,63.41,0.44,308.8,10.0,0.71,175.0,rain,1018.9,20.42,63.41,2019-05-26 02:00:00,0.0087,8.38,0.0,0.05,Partly Cloudy,53.92,philadelphia,2019-05-26 02:00:00,3226.0,PE,2,6,Sunday,5,May,2019,Spring,Night,21,1,False
clear-night,0.0,11.14,0.04,343.1,10.0,0.56,304.0,rain,1014.9,19.89,22.74,2019-01-30 08:00:00,0.0087,11.98,0.0,0.0,Clear,9.29,philadelphia,2019-01-30 08:00:00,5895.0,PE,8,2,Wednesday,1,January,2019,Winter,Morning,5,1,False
clear-night,0.0,78.02,0.12,296.7,9.401,0.79,192.0,rain,1017.6,1.21,76.94,2018-07-02 07:00:00,0.0087,0.95,0.0,0.0,Clear,69.75,philadelphia,2018-07-02 07:00:00,6669.0,PE,7,0,Monday,7,July,2018,Summer,Morning,27,1,False
cloudy,0.0003,43.86,0.98,396.8,10.0,0.64,343.0,rain,1014.3,16.28,47.99,2020-04-27 17:00:00,0.0087,9.12,3.0,0.02,Overcast,36.46,philadelphia,2020-04-27 17:00:00,3864.0,PE,17,0,Monday,4,April,2020,Spring,Evening,18,1,False
partly-cloudy-day,0.0,77.84,0.32,319.3,10.0,0.29,98.0,rain,1023.6,18.4,77.84,2019-06-09 21:00:00,0.0087,12.66,3.0,0.0,Partly Cloudy,43.46,philadelphia,2019-06-09 21:00:00,4511.0,PE,21,6,Sunday,6,June,2019,Summer,Night,23,1,False
cloudy,0.0,35.65,0.89,292.9,10.0,0.57,295.0,rain,1013.8,27.5,42.86,2019-02-18 19:00:00,0.0087,14.47,2.0,0.0,Overcast,28.78,philadelphia,2019-02-18 19:00:00,5474.0,PE,19,0,Monday,2,February,2019,Winter,Evening,8,1,False
cloudy,0.0,59.08,0.93,268.9,10.0,0.81,119.0,rain,1026.1,10.86,59.08,2019-10-06 12:00:00,0.0087,4.08,0.0,0.0,Overcast,53.24,philadelphia,2019-10-06 12:00:00,3682.0,PE,12,6,Sunday,10,October,2019,Fall,Afternoon,40,1,False
partly-cloudy-day,0.0008,74.34,0.41,315.1,10.0,0.33,189.0,rain,1014.4,20.81,74.34,2019-03-30 18:00:00,0.0087,11.25,5.0,0.01,Partly Cloudy,43.64,philadelphia,2019-03-30 18:00:00,3691.0,PE,18,5,Saturday,3,March,2019,Spring,Evening,13,1,False
cloudy,0.0004,75.47,1.0,296.7,9.653,0.89,17.0,rain,1019.9,3.67,74.18,2018-09-11 20:00:00,0.0087,3.54,2.0,0.01,Overcast,70.71,philadelphia,2018-09-11 20:00:00,9185.603024148048,PE,20,1,Tuesday,9,September,2018,Fall,Evening,37,1,False
clear-day,0.0004,27.4,0.0,287.2,10.0,0.23,196.0,snow,1034.1,7.31,31.72,2018-11-23 18:00:00,0.0027,4.33,2.0,0.02,Clear,-1.78,philadelphia,2018-11-23 18:00:00,5345.0,PE,18,4,Friday,11,November,2018,Fall,Evening,47,-1,True
clear-night,0.0,71.62,0.17,319.0,10.0,0.82,343.0,rain,1013.0,4.58,70.98,2019-07-13 07:00:00,0.0087,2.46,0.0,0.0,Clear,65.07,philadelphia,2019-07-13 07:00:00,3942.0,PE,7,5,Saturday,7,July,2019,Summer,Morning,28,1,False
clear-night,0.0015,32.89,0.2,325.4,10.0,0.61,317.0,rain,1020.8,13.36,37.6,2019-12-06 04:00:00,0.0087,6.01,0.0,0.02,Clear,25.37,philadelphia,2019-12-06 04:00:00,3902.0,PE,4,4,Friday,12,December,2019,Winter,Night,49,1,False
partly-cloudy-day,0.001,41.94,0.7,305.0,10.0,0.89,319.0,rain,1012.6,9.63,43.79,2018-11-20 13:00:00,0.0087,3.72,0.0,0.05,Mostly Cloudy,40.67,philadelphia,2018-11-20 13:00:00,4571.0,PE,13,1,Tuesday,11,November,2018,Fall,Afternoon,47,1,False
clear-night,0.0,32.71,0.06,383.4,10.0,0.57,314.0,rain,1021.4,17.54,38.5,2019-03-12 07:00:00,0.0087,8.09,0.0,0.0,Clear,24.57,philadelphia,2019-03-12 07:00:00,4612.0,PE,7,1,Tuesday,3,March,2019,Spring,Morning,11,1,False
clear-day,0.0018,14.05,0.02,340.3,10.0,0.5,14.0,snow,1037.9,5.51,14.05,2020-02-15 12:00:00,0.0344,3.0,0.0,0.01,Clear,-1.19,philadelphia,2020-02-15 12:00:00,4984.0,PE,12,5,Saturday,2,February,2020,Winter,Afternoon,7,-1,True
partly-cloudy-night,0.0,74.2,0.45,296.7,9.964,0.5,283.0,rain,1017.9,3.61,74.2,2018-08-24 00:00:00,0.0087,3.61,0.0,0.0,Partly Cloudy,54.52,philadelphia,2018-08-24 00:00:00,7555.287099684258,PE,0,4,Friday,8,August,2018,Summer,Night,34,1,False
rain,0.2712,74.92,0.93,296.7,9.838,0.97,135.0,rain,1012.3,4.16,73.34,2018-07-26 01:00:00,0.0087,2.56,0.0,0.77,Heavy Rain and Humid,72.35,philadelphia,2018-07-26 01:00:00,7126.32712168837,PE,1,3,Thursday,7,July,2018,Summer,Night,30,-1,True
partly-cloudy-night,0.0,88.14,0.68,296.7,9.763,0.75,195.0,rain,1013.7,8.79,82.25,2018-08-18 02:00:00,0.0087,5.66,0.0,0.0,Humid and Mostly Cloudy,73.57,philadelphia,2018-08-18 02:00:00,6829.236384180791,PE,2,5,Saturday,8,August,2018,Summer,Night,33,1,False
partly-cloudy-night,0.0015,28.13,0.37,315.6,10.0,0.79,309.0,rain,1011.9,14.97,34.2,2019-12-18 08:00:00,0.0087,7.03,0.0,0.06,Partly Cloudy,28.51,philadelphia,2019-12-18 08:00:00,5220.0,PE,8,2,Wednesday,12,December,2019,Winter,Morning,51,1,False
clear-day,0.0008,56.49,0.3,347.1,10.0,0.63,93.0,rain,1021.2,15.87,56.49,2020-04-29 13:00:00,0.0087,8.26,2.0,0.01,Clear,43.92,philadelphia,2020-04-29 13:00:00,3766.0,PE,13,2,Wednesday,4,April,2020,Spring,Afternoon,18,1,False
clear-night,0.0,41.02,0.0,372.7,10.0,0.51,203.0,rain,1016.7,14.76,44.69,2020-04-16 03:00:00,0.0087,6.56,0.0,0.0,Clear,27.48,philadelphia,2020-04-16 03:00:00,3145.0,PE,3,3,Thursday,4,April,2020,Spring,Night,16,1,False
clear-night,0.0,44.61,0.04,389.1,10.0,0.58,341.0,rain,1023.7,8.97,46.74,2020-05-13 06:00:00,0.0087,4.66,0.0,0.0,Clear,32.62,philadelphia,2020-05-13 06:00:00,3321.0,PE,6,2,Wednesday,5,May,2020,Spring,Morning,20,1,False
clear-night,0.0008,30.56,0.04,345.0,10.0,0.43,309.0,rain,1023.0,18.41,37.16,2019-03-17 05:00:00,0.0087,9.09,0.0,0.01,Clear,16.68,philadelphia,2019-03-17 05:00:00,3642.0,PE,5,6,Sunday,3,March,2019,Spring,Morning,11,1,False
clear-night,0.001,62.09,0.1,296.0,10.0,0.85,310.0,rain,1015.3,9.58,62.09,2019-09-08 08:00:00,0.0087,3.44,0.0,0.01,Clear,57.38,philadelphia,2019-09-08 08:00:00,3237.0,PE,8,6,Sunday,9,September,2019,Fall,Morning,36,1,False
clear-day,0.0012,57.45,0.2,308.3,10.0,0.57,294.0,rain,1012.0,14.32,57.45,2018-11-25 19:00:00,0.0087,6.97,1.0,0.02,Clear,42.35,philadelphia,2018-11-25 19:00:00,4673.0,PE,19,6,Sunday,11,November,2018,Fall,Evening,47,1,False
partly-cloudy-night,0.0029,40.17,0.75,308.7,10.0,0.86,0.0,rain,1029.0,5.81,41.65,2020-03-15 08:00:00,0.0087,3.05,0.0,0.11,Mostly Cloudy,37.67,philadelphia,2020-03-15 08:00:00,3435.0,PE,8,6,Sunday,3,March,2020,Spring,Morning,11,1,False
rain,0.2595,62.26,1.0,302.6,7.956,0.95,66.0,rain,996.1,19.71,61.91,2019-10-16 22:00:00,0.0087,10.95,0.0,0.84,Heavy Rain,60.39,philadelphia,2019-10-16 22:00:00,3955.0,PE,22,2,Wednesday,10,October,2019,Fall,Night,42,-1,True
rain,0.0175,69.36,1.0,283.6,5.843,0.92,173.0,rain,1005.5,34.82,68.48,2019-04-20 01:00:00,0.0087,14.55,0.0,0.36,Possible Light Rain,66.14,philadelphia,2019-04-20 01:00:00,3467.0,PE,1,5,Saturday,4,April,2019,Spring,Night,16,-1,True
rain,0.0293,31.63,1.0,275.3,5.237,0.97,49.0,rain,1002.9,24.82,38.87,2018-11-16 06:00:00,0.0087,11.47,0.0,0.78,Light Rain,38.22,philadelphia,2018-11-16 06:00:00,4468.0,PE,6,4,Friday,11,November,2018,Fall,Morning,46,-1,True
partly-cloudy-night,0.0013,22.41,0.49,313.2,9.083,0.83,276.0,snow,1021.9,4.07,22.41,2019-02-03 11:00:00,0.0151,2.39,0.0,0.01,Partly Cloudy,17.93,philadelphia,2019-02-03 11:00:00,4940.0,PE,11,6,Sunday,2,February,2019,Winter,Morning,5,1,False
clear-night,0.0,44.18,0.0,368.1,10.0,0.7,342.0,rain,1025.9,12.32,46.97,2019-04-29 04:00:00,0.0087,5.79,0.0,0.0,Clear,37.71,philadelphia,2019-04-29 04:00:00,3145.0,PE,4,0,Monday,4,April,2019,Spring,Night,18,1,False
cloudy,0.003,39.94,0.99,350.1,10.0,0.91,10.0,rain,1022.7,4.44,39.94,2020-02-01 03:00:00,0.0087,2.51,0.0,0.12,Overcast,37.62,philadelphia,2020-02-01 03:00:00,3742.0,PE,3,5,Saturday,2,February,2020,Winter,Night,5,1,False
clear-night,0.0,66.36,0.0,296.7,9.997,0.65,16.0,rain,1017.2,3.81,66.36,2018-07-19 07:00:00,0.0087,3.81,0.0,0.0,Clear,54.09,philadelphia,2018-07-19 07:00:00,7331.344158773117,PE,7,3,Thursday,7,July,2018,Summer,Morning,29,1,False
partly-cloudy-night,0.0,48.61,0.86,300.9,10.0,0.69,198.0,rain,1022.0,10.21,49.73,2018-10-23 01:00:00,0.0087,3.93,0.0,0.0,Mostly Cloudy,39.8,philadelphia,2018-10-23 01:00:00,3411.0,PE,1,1,Tuesday,10,October,2018,Fall,Night,43,1,False
clear-day,0.0006,66.66,0.21,284.3,10.0,0.54,7.0,rain,1023.0,17.47,66.66,2019-10-10 16:00:00,0.0087,8.58,5.0,0.03,Clear,49.47,philadelphia,2019-10-10 16:00:00,4081.0,PE,16,3,Thursday,10,October,2019,Fall,Afternoon,41,1,False
clear-day,0.0,27.45,0.0,413.1,10.0,0.49,306.0,rain,1013.9,26.98,35.99,2020-05-09 12:00:00,0.0087,12.9,1.0,0.0,Clear,18.65,philadelphia,2020-05-09 12:00:00,3819.0,PE,12,5,Saturday,5,May,2020,Spring,Afternoon,19,1,False
clear-day,0.0017,77.51,0.0,322.2,10.0,0.51,322.0,rain,1015.3,4.15,77.51,2019-07-01 15:00:00,0.0087,2.61,7.0,0.01,Clear,57.97,philadelphia,2019-07-01 15:00:00,6020.0,PE,15,0,Monday,7,July,2019,Summer,Afternoon,27,1,False
partly-cloudy-night,0.0,71.9,0.46,305.0,10.0,0.98,21.0,rain,1014.4,8.69,70.54,2019-08-15 10:00:00,0.0087,3.54,0.0,0.0,Partly Cloudy,69.94,philadelphia,2019-08-15 10:00:00,5292.0,PE,10,3,Thursday,8,August,2019,Summer,Morning,33,1,False
partly-cloudy-night,0.0004,29.91,0.78,353.4,10.0,0.83,12.0,snow,1027.2,3.69,29.91,2020-01-31 09:00:00,0.0035,2.55,0.0,0.01,Mostly Cloudy,25.48,philadelphia,2020-01-31 09:00:00,5119.0,PE,9,4,Friday,1,January,2020,Winter,Morning,5,-1,True
clear-day,0.0014,50.04,0.02,272.2,10.0,0.61,146.0,rain,1019.4,2.23,50.04,2019-02-04 17:00:00,0.0087,2.05,3.0,0.02,Clear,37.2,philadelphia,2019-02-04 17:00:00,4499.0,PE,17,0,Monday,2,February,2019,Winter,Evening,6,1,False
cloudy,0.0057,29.9,0.94,306.3,8.263,0.91,318.0,snow,1026.1,9.45,33.85,2019-12-11 13:00:00,0.0273,4.3,0.0,0.21,Overcast,31.38,philadelphia,2019-12-11 13:00:00,4776.0,PE,13,2,Wednesday,12,December,2019,Winter,Afternoon,50,-1,True
partly-cloudy-day,0.0006,92.84,0.59,296.7,9.835,0.51,225.0,rain,1017.6,6.93,88.84,2018-08-16 21:00:00,0.0087,5.9,2.0,0.01,Partly Cloudy,68.32,philadelphia,2018-08-16 21:00:00,9004.877679981946,PE,21,3,Thursday,8,August,2018,Summer,Night,33,1,False
clear-night,0.0,56.53,0.02,284.7,10.0,0.41,8.0,rain,1020.3,15.84,56.53,2019-10-11 08:00:00,0.0087,7.72,0.0,0.0,Clear,33.21,philadelphia,2019-10-11 08:00:00,3830.0,PE,8,4,Friday,10,October,2019,Fall,Morning,41,1,False
clear-night,0.0,30.97,0.3,301.4,10.0,0.82,176.0,rain,1019.9,2.09,30.97,2018-12-20 07:00:00,0.0087,1.62,0.0,0.0,Clear,25.99,philadelphia,2018-12-20 07:00:00,5096.0,PE,7,3,Thursday,12,December,2018,Winter,Morning,51,1,False
partly-cloudy-day,0.0,78.46,0.52,296.7,5.461,0.92,206.0,rain,1015.3,3.97,76.78,2018-07-27 12:00:00,0.0087,3.59,1.0,0.0,Humid and Partly Cloudy,74.12,philadelphia,2018-07-27 12:00:00,8148.729846014493,PE,12,4,Friday,7,July,2018,Summer,Afternoon,30,1,False
clear-night,0.0,87.21,0.29,296.7,9.899,0.86,223.0,rain,1015.1,5.6,80.84,2018-08-30 06:00:00,0.0087,5.53,0.0,0.0,Humid,76.13,philadelphia,2018-08-30 06:00:00,6889.741016949152,PE,6,3,Thursday,8,August,2018,Summer,Morning,35,1,False
clear-night,0.0,62.63,0.08,336.6,10.0,0.74,158.0,rain,1018.2,11.11,62.63,2019-05-07 01:00:00,0.0087,5.54,0.0,0.0,Clear,54.06,philadelphia,2019-05-07 01:00:00,3852.0,PE,1,1,Tuesday,5,May,2019,Spring,Night,19,1,False
clear-day,0.0,72.85,0.1,371.4,10.0,0.3,249.0,rain,1017.6,13.37,72.85,2019-06-04 21:00:00,0.0087,8.93,3.0,0.0,Clear,39.5,philadelphia,2019-06-04 21:00:00,4456.0,PE,21,1,Tuesday,6,June,2019,Summer,Night,23,1,False
partly-cloudy-day,0.0,75.64,0.87,296.7,9.717,0.86,227.0,rain,1012.4,4.9,74.45,2018-08-14 14:00:00,0.0087,4.15,3.0,0.0,Mostly Cloudy,69.97,philadelphia,2018-08-14 14:00:00,8445.957427536232,PE,14,1,Tuesday,8,August,2018,Summer,Afternoon,33,1,False
partly-cloudy-night,0.0067,59.14,0.87,301.7,10.0,0.85,80.0,rain,1015.4,9.31,59.14,2019-05-04 03:00:00,0.0087,4.84,0.0,0.19,Mostly Cloudy,54.62,philadelphia,2019-05-04 03:00:00,3002.0,PE,3,5,Saturday,5,May,2019,Spring,Night,18,1,False
cloudy,0.0003,76.75,0.9,312.0,10.0,0.82,196.0,rain,1007.7,17.21,75.65,2019-05-28 18:00:00,0.0087,9.79,5.0,0.07,Overcast,69.6,philadelphia,2019-05-28 18:00:00,5749.0,PE,18,1,Tuesday,5,May,2019,Spring,Evening,22,1,False
clear-night,0.0004,60.88,0.04,295.0,10.0,0.54,158.0,rain,1019.2,5.64,60.88,2019-10-16 00:00:00,0.0087,3.8,0.0,0.01,Clear,44.35,philadelphia,2019-10-16 00:00:00,3342.0,PE,0,2,Wednesday,10,October,2019,Fall,Night,42,1,False
cloudy,0.0008,78.15,0.93,313.3,9.081,0.93,109.0,rain,1020.6,6.78,76.43,2019-07-05 12:00:00,0.0087,3.4,1.0,0.01,Humid and Overcast,74.28,philadelphia,2019-07-05 12:00:00,5964.0,PE,12,4,Friday,7,July,2019,Summer,Afternoon,27,1,False
partly-cloudy-night,0.0009,64.1,0.37,271.1,10.0,0.87,60.0,rain,1019.1,4.64,63.91,2018-10-04 04:00:00,0.0087,2.27,0.0,0.01,Partly Cloudy,59.99,philadelphia,2018-10-04 04:00:00,3325.0,PE,4,3,Thursday,10,October,2018,Fall,Night,40,1,False
clear-night,0.0,34.13,0.26,285.4,10.0,0.75,222.0,rain,1016.7,10.63,37.65,2019-12-24 04:00:00,0.0087,4.52,0.0,0.0,Clear,30.33,philadelphia,2019-12-24 04:00:00,3780.0,PE,4,1,Tuesday,12,December,2019,Winter,Night,52,1,False
rain,0.0157,55.08,0.99,292.7,10.0,0.77,29.0,rain,1023.8,20.43,55.08,2019-10-09 20:00:00,0.0087,9.73,1.0,0.33,Possible Light Rain,48.05,philadelphia,2019-10-09 20:00:00,4166.0,PE,20,2,Wednesday,10,October,2019,Fall,Evening,41,1,False
cloudy,0.0016,33.03,0.97,249.9,5.744,0.96,321.0,rain,1014.4,7.91,33.03,2019-02-21 10:00:00,0.0087,2.91,0.0,0.14,Overcast,32.13,philadelphia,2019-02-21 10:00:00,4980.0,PE,10,3,Thursday,2,February,2019,Winter,Morning,8,1,False
clear-day,0.0015,54.23,0.12,356.7,10.0,0.36,98.0,rain,1030.6,6.79,54.23,2019-04-29 15:00:00,0.0087,5.23,5.0,0.02,Clear,27.83,philadelphia,2019-04-29 15:00:00,4028.0,PE,15,0,Monday,4,April,2019,Spring,Afternoon,18,1,False
clear-night,0.0,27.89,0.21,277.6,10.0,0.72,8.0,rain,1023.0,3.31,27.89,2019-12-25 09:00:00,0.0087,2.6,0.0,0.0,Clear,20.08,philadelphia,2019-12-25 09:00:00,4505.0,PE,9,2,Wednesday,12,December,2019,Winter,Morning,52,1,False
partly-cloudy-night,0.0,57.79,0.35,340.9,10.0,0.73,181.0,rain,1006.7,27.32,57.79,2019-03-31 08:00:00,0.0087,9.53,0.0,0.0,Partly Cloudy,49.36,philadelphia,2019-03-31 08:00:00,3196.0,PE,8,6,Sunday,3,March,2019,Spring,Morning,13,1,False
cloudy,0.0016,31.93,1.0,409.4,10.0,0.78,359.0,rain,1000.2,17.83,38.3,2019-12-02 18:00:00,0.0087,9.14,1.0,0.18,Overcast,32.1,philadelphia,2019-12-02 18:00:00,5455.0,PE,18,0,Monday,12,December,2019,Winter,Evening,49,-1,True
partly-cloudy-day,0.0026,89.45,0.69,296.7,9.913,0.63,190.0,rain,1022.4,8.26,84.52,2018-09-02 21:00:00,0.0087,4.42,2.0,0.02,Mostly Cloudy,70.76,philadelphia,2018-09-02 21:00:00,9004.877679981946,PE,21,6,Sunday,9,September,2018,Fall,Night,35,1,False
clear-night,0.0004,15.09,0.0,350.9,10.0,0.49,334.0,snow,1035.1,23.34,25.77,2020-01-17 12:00:00,0.0045,11.7,0.0,0.01,Clear,9.11,philadelphia,2020-01-17 12:00:00,5104.0,PE,12,4,Friday,1,January,2020,Winter,Afternoon,3,-1,True
partly-cloudy-night,0.0009,43.39,0.66,312.2,10.0,0.91,242.0,rain,1006.9,13.68,46.19,2018-10-28 08:00:00,0.0087,5.56,0.0,0.06,Mostly Cloudy,43.66,philadelphia,2018-10-28 08:00:00,3541.0,PE,8,6,Sunday,10,October,2018,Fall,Morning,43,1,False
partly-cloudy-night,0.0,53.98,0.46,329.9,10.0,0.47,118.0,rain,1021.6,16.39,53.98,2019-04-18 01:00:00,0.0087,7.78,0.0,0.0,Partly Cloudy,34.02,philadelphia,2019-04-18 01:00:00,3270.0,PE,1,3,Thursday,4,April,2019,Spring,Night,16,1,False
clear-night,0.0,55.09,0.24,280.8,10.0,0.93,267.0,rain,1012.8,15.23,55.09,2018-11-07 05:00:00,0.0087,6.58,0.0,0.0,Clear,53.08,philadelphia,2018-11-07 05:00:00,3278.0,PE,5,2,Wednesday,11,November,2018,Fall,Morning,45,1,False
clear-day,0.0,84.32,0.03,324.3,10.0,0.41,351.0,rain,1020.3,5.96,84.32,2019-07-25 17:00:00,0.0087,5.12,9.0,0.0,Clear,58.23,philadelphia,2019-07-25 17:00:00,6445.0,PE,17,3,Thursday,7,July,2019,Summer,Evening,30,1,False
cloudy,0.0005,34.8,0.99,313.3,10.0,0.8,82.0,rain,1028.1,8.22,38.06,2019-12-13 15:00:00,0.0087,4.29,1.0,0.04,Overcast,32.46,philadelphia,2019-12-13 15:00:00,4842.0,PE,15,4,Friday,12,December,2019,Winter,Afternoon,50,1,False
partly-cloudy-day,0.0,41.3,0.33,259.5,10.0,0.35,284.0,rain,1018.9,29.16,47.3,2019-02-08 22:00:00,0.0087,14.57,0.0,0.0,Partly Cloudy,20.74,philadelphia,2019-02-08 22:00:00,4826.0,PE,22,4,Friday,2,February,2019,Winter,Night,6,1,False
cloudy,0.0003,40.28,1.0,359.6,10.0,0.78,111.0,rain,1014.4,10.79,43.88,2020-04-01 00:00:00,0.0087,6.17,0.0,0.04,Overcast,37.59,philadelphia,2020-04-01 00:00:00,3691.0,PE,0,2,Wednesday,4,April,2020,Spring,Night,14,1,False
partly-cloudy-day,0.0093,85.16,0.65,269.6,10.0,0.68,210.0,rain,1017.6,15.43,81.46,2018-10-02 20:00:00,0.0087,9.48,2.0,0.09,Mostly Cloudy,70.09,philadelphia,2018-10-02 20:00:00,5517.0,PE,20,1,Tuesday,10,October,2018,Fall,Evening,40,1,False
cloudy,0.0007,71.6,0.98,296.7,6.317,0.94,63.0,rain,1018.7,3.68,70.45,2018-09-08 06:00:00,0.0087,3.21,0.0,0.11,Overcast,68.53,philadelphia,2018-09-08 06:00:00,6889.741016949152,PE,6,5,Saturday,9,September,2018,Fall,Morning,36,1,False
partly-cloudy-night,0.0022,56.53,0.76,314.7,4.949,0.94,163.0,rain,990.0,21.28,56.53,2018-12-22 01:00:00,0.0087,6.94,0.0,0.16,Mostly Cloudy,54.7,philadelphia,2018-12-22 01:00:00,3577.0,PE,1,5,Saturday,12,December,2018,Winter,Night,51,1,False
cloudy,0.0018,55.24,0.93,333.1,10.0,0.61,142.0,rain,1005.1,21.86,55.24,2019-02-16 01:00:00,0.0087,7.29,0.0,0.01,Overcast,42.12,philadelphia,2019-02-16 01:00:00,3595.0,PE,1,5,Saturday,2,February,2019,Winter,Night,7,1,False
clear-night,0.0,32.43,0.25,369.0,10.0,0.81,301.0,rain,1009.7,11.54,36.6,2020-01-28 09:00:00,0.0087,5.06,0.0,0.0,Clear,31.24,philadelphia,2020-01-28 09:00:00,4920.0,PE,9,1,Tuesday,1,January,2020,Winter,Morning,5,1,False
clear-night,0.0,32.12,0.0,364.4,10.0,0.52,306.0,rain,1031.4,5.43,32.12,2020-03-08 06:00:00,0.0087,2.61,0.0,0.0,Clear,16.61,philadelphia,2020-03-08 06:00:00,6889.741016949152,PE,6,6,Sunday,3,March,2020,Spring,Morning,10,1,False
clear-night,0.0003,70.88,0.03,285.8,10.0,0.67,192.0,rain,1022.7,6.37,70.88,2019-09-22 02:00:00,0.0087,3.25,0.0,0.01,Clear,59.37,philadelphia,2019-09-22 02:00:00,3405.0,PE,2,6,Sunday,9,September,2019,Fall,Night,38,1,False
partly-cloudy-day,0.0,97.6,0.6,296.7,9.997,0.49,212.0,rain,1022.6,7.83,91.78,2018-07-05 20:00:00,0.0087,7.25,5.0,0.0,Mostly Cloudy,69.95,philadelphia,2018-07-05 20:00:00,6071.0,PE,20,3,Thursday,7,July,2018,Summer,Evening,27,1,False
partly-cloudy-night,0.0002,48.41,0.82,315.8,10.0,0.73,62.0,rain,1017.7,10.08,49.88,2020-03-28 09:00:00,0.0087,4.47,0.0,0.02,Mostly Cloudy,41.74,philadelphia,2020-03-28 09:00:00,3324.0,PE,9,5,Saturday,3,March,2020,Spring,Morning,13,1,False
clear-night,0.0,84.55,0.0,326.9,10.0,0.57,294.0,rain,1014.1,6.41,82.46,2019-07-14 01:00:00,0.0087,3.98,0.0,0.0,Clear,65.79,philadelphia,2019-07-14 01:00:00,4725.0,PE,1,6,Sunday,7,July,2019,Summer,Night,28,1,False
partly-cloudy-day,0.0,64.87,0.34,341.3,10.0,0.47,111.0,rain,1020.2,23.02,64.87,2020-04-29 17:00:00,0.0087,14.3,7.0,0.0,Partly Cloudy,44.27,philadelphia,2020-04-29 17:00:00,3688.0,PE,17,2,Wednesday,4,April,2020,Spring,Evening,18,1,False
clear-night,0.0009,27.31,0.0,318.5,10.0,0.6,354.0,snow,1019.5,11.71,32.15,2018-12-05 03:00:00,0.0053,4.94,0.0,0.01,Clear,19.95,philadelphia,2018-12-05 03:00:00,4202.0,PE,3,2,Wednesday,12,December,2018,Winter,Night,49,1,False
partly-cloudy-day,0.0003,41.66,0.35,331.4,10.0,0.6,202.0,rain,1011.4,30.74,47.59,2019-12-15 16:00:00,0.0087,14.63,1.0,0.03,Partly Cloudy,34.53,philadelphia,2019-12-15 16:00:00,4257.0,PE,16,6,Sunday,12,December,2019,Winter,Afternoon,50,1,False
partly-cloudy-night,0.0009,56.63,0.32,274.6,10.0,0.84,219.0,rain,1013.3,14.62,56.63,2018-11-01 05:00:00,0.0087,4.99,0.0,0.03,Partly Cloudy,51.96,philadelphia,2018-11-01 05:00:00,3193.0,PE,5,3,Thursday,11,November,2018,Fall,Morning,44,1,False
clear-day,0.0004,27.64,0.0,358.0,10.0,0.36,247.0,rain,1028.2,16.92,33.89,2020-02-22 14:00:00,0.0087,7.2,1.0,0.01,Clear,9.97,philadelphia,2020-02-22 14:00:00,4183.0,PE,14,5,Saturday,2,February,2020,Winter,Afternoon,8,1,False
clear-night,0.0005,27.85,0.19,332.7,10.0,0.67,238.0,snow,1020.4,8.1,32.0,2018-12-06 01:00:00,0.0038,4.21,0.0,0.01,Clear,22.25,philadelphia,2018-12-06 01:00:00,4503.0,PE,1,3,Thursday,12,December,2018,Winter,Night,49,1,False
rain,0.0315,46.03,1.0,314.3,9.772,0.93,54.0,rain,1015.9,10.2,48.34,2020-03-29 02:00:00,0.0087,5.39,0.0,0.5,Possible Light Rain,46.31,philadelphia,2020-03-29 02:00:00,3167.0,PE,2,6,Sunday,3,March,2020,Spring,Night,13,1,False
partly-cloudy-night,0.0011,77.13,0.65,305.3,10.0,0.76,196.0,rain,1012.0,15.9,76.24,2019-08-13 05:00:00,0.0087,6.61,0.0,0.01,Mostly Cloudy,68.07,philadelphia,2019-08-13 05:00:00,4389.0,PE,5,1,Tuesday,8,August,2019,Summer,Morning,33,1,False
partly-cloudy-day,0.0016,91.01,0.5,312.6,10.0,0.59,269.0,rain,1011.6,7.65,86.14,2019-07-03 17:00:00,0.0087,4.49,7.0,0.03,Partly Cloudy,70.15,philadelphia,2019-07-03 17:00:00,7034.0,PE,17,2,Wednesday,7,July,2019,Summer,Evening,27,1,False
